ball,metric,speed,club,value
Srixon Z-STAR XV,ball-speed,wedge,full-sand-wedge,80.8645
Maxfli Tour S,ball-speed,wedge,full-sand-wedge,80.8551
PXG Xtreme Tour,ball-speed,wedge,full-sand-wedge,80.8084
Bridgestone TOUR B RXS,ball-speed,wedge,full-sand-wedge,80.799
Member's Mark Pro Series 2,ball-speed,wedge,full-sand-wedge,80.799
Kirkland Performance+ v3.5,ball-speed,wedge,full-sand-wedge,80.7897
Titleist Pro V1,ball-speed,wedge,full-sand-wedge,80.7476
Srixon Q-STAR TOUR,ball-speed,wedge,full-sand-wedge,80.7009
Srixon Z-STAR DIVIDE,ball-speed,wedge,full-sand-wedge,80.5467
Callaway Chrome Soft,ball-speed,wedge,full-sand-wedge,80.5187
Wilson Staff Model,ball-speed,wedge,full-sand-wedge,80.5
Callaway Chrome Tour,ball-speed,wedge,full-sand-wedge,80.3364
Titleist Velocity,ball-speed,wedge,full-sand-wedge,80.0841
Mizuno Pro S,ball-speed,wedge,full-sand-wedge,80.0467
TaylorMade SpeedSoft,ball-speed,wedge,full-sand-wedge,79.1226
Titleist Velocity,carry,slow,driver,191.0
PXG Xtreme Tour,carry,slow,driver,190.9784
Srixon Q-STAR ULTISPEED,carry,slow,driver,190.5161
Titleist Tour Soft,carry,slow,driver,190.0107
Wilson Staff Model X,carry,slow,driver,189.9999
Maxfli Tour S,carry,slow,driver,189.9999
Callaway Chrome Tour Triple Diamond,carry,slow,driver,189.9999
Mizuno Pro X,carry,slow,driver,189.4999
Maxfli Tour X,carry,slow,driver,189.4999
Callaway Chrome Tour X,carry,slow,driver,189.4999
PXG Xtreme Tour X,carry,slow,driver,189.4999
Titleist Pro V1,carry,slow,driver,188.9999
Titleist AVX,carry,slow,driver,188.9999
Callaway Chrome Soft,carry,slow,driver,188.4946
Titleist Pro V1x,carry,slow,driver,188.4946
Srixon Z-STAR XV,carry,slow,driver,188.4946
Titleist TruFeel,carry,slow,driver,188.4946
Pinnacle Rush,carry,slow,driver,188.4946
Callaway ERC Soft,carry,slow,driver,188.4946
Maxfli Tour,carry,slow,driver,187.9999
Callaway Chrome Tour,carry,slow,driver,187.9999
Wilson Triad,carry,slow,driver,187.9999
Vice Pro Plus,carry,slow,driver,187.9999
Titleist Pro V1x Left Dash,carry,slow,driver,187.9999
Srixon Z-STAR DIAMOND,carry,slow,driver,187.9999
Callaway Supersoft,carry,slow,driver,187.9892
Kirkland Performance+ v3.5,carry,slow,driver,187.5053
Bridgestone TOUR B X,carry,slow,driver,187.4946
Bridgestone TOUR B RX,carry,slow,driver,187.4946
Wilson Staff Model,carry,slow,driver,186.9999
Srixon Z-STAR DIVIDE,carry,slow,driver,186.9999
Srixon Z-STAR,carry,slow,driver,186.9999
Mizuno Pro S,carry,slow,driver,186.9999
Bridgestone TOUR B RXS,carry,slow,driver,186.9891
Vice Pro,carry,slow,driver,186.4999
TaylorMade TP5x,carry,slow,driver,186.4782
TaylorMade SpeedSoft,carry,slow,driver,186.4456
Member's Mark Pro Series 2,carry,slow,driver,185.9892
Bridgestone TOUR B XS,carry,slow,driver,185.9892
Srixon Q-STAR TOUR,carry,slow,driver,185.9784
Vice Pro Air,carry,slow,driver,184.9565
TaylorMade Tour Response,carry,slow,driver,184.9565
Srixon SOFT FEEL,carry,slow,driver,184.3804
TaylorMade TP5,carry,slow,driver,184.0
Callaway Supersoft,carry,wedge,35-percent-sand-wedge,37.8333
TaylorMade SpeedSoft,carry,wedge,35-percent-sand-wedge,37.5873
Titleist Tour Soft,carry,wedge,35-percent-sand-wedge,37.492
Srixon Q-STAR ULTISPEED,carry,wedge,35-percent-sand-wedge,37.492
Titleist TruFeel,carry,wedge,35-percent-sand-wedge,37.3928
Titleist Velocity,carry,wedge,35-percent-sand-wedge,37.3452
Srixon SOFT FEEL,carry,wedge,35-percent-sand-wedge,37.1468
Pinnacle Rush,carry,wedge,35-percent-sand-wedge,37.0952
TaylorMade Tour Response,carry,wedge,35-percent-sand-wedge,36.747
Titleist Pro V1,carry,wedge,35-percent-sand-wedge,36.6996
Wilson Staff Model X,carry,wedge,35-percent-sand-wedge,36.3992
Srixon Q-STAR TOUR,carry,wedge,35-percent-sand-wedge,36.3992
Callaway Chrome Soft,carry,wedge,35-percent-sand-wedge,36.3992
Maxfli Tour S,carry,wedge,35-percent-sand-wedge,36.3478
Vice Pro Air,carry,wedge,35-percent-sand-wedge,36.2964
Wilson Staff Model,carry,wedge,35-percent-sand-wedge,36.1937
Vice Pro,carry,wedge,35-percent-sand-wedge,36.1937
Callaway ERC Soft,carry,wedge,35-percent-sand-wedge,36.1937
Bridgestone TOUR B RX,carry,wedge,35-percent-sand-wedge,36.1937
Wilson Triad,carry,wedge,35-percent-sand-wedge,36.1462
TaylorMade TP5x,carry,wedge,35-percent-sand-wedge,36.1462
PXG Xtreme Tour X,carry,wedge,35-percent-sand-wedge,36.0948
Vice Pro Plus,carry,wedge,35-percent-sand-wedge,36.0
TaylorMade TP5,carry,wedge,35-percent-sand-wedge,36.0
Maxfli Tour X,carry,wedge,35-percent-sand-wedge,36.0
Maxfli Tour,carry,wedge,35-percent-sand-wedge,36.0
Bridgestone TOUR B XS,carry,wedge,35-percent-sand-wedge,36.0
Bridgestone TOUR B RXS,carry,wedge,35-percent-sand-wedge,36.0
Titleist AVX,carry,wedge,35-percent-sand-wedge,36.0
Srixon Z-STAR DIAMOND,carry,wedge,35-percent-sand-wedge,36.0
Srixon Z-STAR,carry,wedge,35-percent-sand-wedge,36.0
PXG Xtreme Tour,carry,wedge,35-percent-sand-wedge,36.0
Bridgestone TOUR B X,carry,wedge,35-percent-sand-wedge,36.0
Srixon Z-STAR XV,carry,wedge,35-percent-sand-wedge,36.0
Mizuno Pro X,carry,wedge,35-percent-sand-wedge,36.0
Callaway Chrome Tour X,carry,wedge,35-percent-sand-wedge,36.0
Callaway Chrome Tour,carry,wedge,35-percent-sand-wedge,36.0
Titleist Pro V1x,carry,wedge,35-percent-sand-wedge,36.0
Srixon Z-STAR DIVIDE,carry,wedge,35-percent-sand-wedge,36.0
Kirkland Performance+ v3.5,carry,wedge,35-percent-sand-wedge,36.0
Mizuno Pro S,carry,wedge,35-percent-sand-wedge,36.0
Callaway Chrome Tour Triple Diamond,carry,wedge,35-percent-sand-wedge,36.0
Titleist Pro V1x Left Dash,carry,wedge,35-percent-sand-wedge,36.0
Member's Mark Pro Series 2,carry,wedge,35-percent-sand-wedge,36.0
TaylorMade Tour Response,carry,wedge,full-sand-wedge,102.0
Titleist TruFeel,carry,wedge,full-sand-wedge,101.4745
Srixon Q-STAR ULTISPEED,carry,wedge,full-sand-wedge,101.3813
Bridgestone TOUR B RX,carry,wedge,full-sand-wedge,101.0338
Titleist Pro V1x,carry,wedge,full-sand-wedge,100.9914
Vice Pro Air,carry,wedge,full-sand-wedge,100.9401
Vice Pro,carry,wedge,full-sand-wedge,100.7863
Vice Pro Plus,carry,wedge,full-sand-wedge,100.6923
Srixon SOFT FEEL,carry,wedge,full-sand-wedge,100.6923
Wilson Triad,carry,wedge,full-sand-wedge,100.4957
Mizuno Pro X,carry,wedge,full-sand-wedge,100.4957
Callaway Supersoft,carry,wedge,full-sand-wedge,100.3418
Callaway Chrome Tour Triple Diamond,carry,wedge,full-sand-wedge,100.2905
TaylorMade TP5,carry,wedge,full-sand-wedge,100.0427
Bridgestone TOUR B X,carry,wedge,full-sand-wedge,100.0427
Titleist Tour Soft,carry,wedge,full-sand-wedge,99.9915
Titleist Pro V1x Left Dash,carry,wedge,full-sand-wedge,99.9915
Maxfli Tour,carry,wedge,full-sand-wedge,99.9915
Titleist AVX,carry,wedge,full-sand-wedge,99.9406
Callaway ERC Soft,carry,wedge,full-sand-wedge,99.7966
Pinnacle Rush,carry,wedge,full-sand-wedge,99.6949
Callaway Chrome Tour X,carry,wedge,full-sand-wedge,99.644
Maxfli Tour S,carry,wedge,full-sand-wedge,99.4999
Member's Mark Pro Series 2,carry,wedge,full-sand-wedge,99.4491
Bridgestone TOUR B RXS,carry,wedge,full-sand-wedge,99.3983
PXG Xtreme Tour,carry,wedge,full-sand-wedge,99.3474
Srixon Z-STAR DIAMOND,carry,wedge,full-sand-wedge,99.2966
Titleist Pro V1,carry,wedge,full-sand-wedge,99.2457
Maxfli Tour X,carry,wedge,full-sand-wedge,99.2457
Srixon Z-STAR,carry,wedge,full-sand-wedge,99.1949
Bridgestone TOUR B XS,carry,wedge,full-sand-wedge,99.1949
PXG Xtreme Tour X,carry,wedge,full-sand-wedge,99.1525
TaylorMade TP5x,carry,wedge,full-sand-wedge,99.1016
Srixon Z-STAR XV,carry,wedge,full-sand-wedge,99.1016
Wilson Staff Model X,carry,wedge,full-sand-wedge,98.9491
Srixon Z-STAR DIVIDE,carry,wedge,full-sand-wedge,98.8983
Wilson Staff Model,carry,wedge,full-sand-wedge,98.6949
Srixon Q-STAR TOUR,carry,wedge,full-sand-wedge,98.6949
Mizuno Pro S,carry,wedge,full-sand-wedge,98.644
Kirkland Performance+ v3.5,carry,wedge,full-sand-wedge,98.5932
Callaway Chrome Soft,carry,wedge,full-sand-wedge,98.4999
Titleist Velocity,carry,wedge,full-sand-wedge,98.3474
Callaway Chrome Tour,carry,wedge,full-sand-wedge,97.8898
TaylorMade SpeedSoft,carry,wedge,full-sand-wedge,97.0
TaylorMade TP5,descent-angle,slow,driver,30.9205
Srixon Z-STAR DIVIDE,descent-angle,slow,driver,30.6821
Vice Pro Plus,descent-angle,slow,driver,30.49
TaylorMade TP5x,descent-angle,slow,driver,30.4172
PXG Xtreme Tour,descent-angle,slow,driver,30.4172
Member's Mark Pro Series 2,descent-angle,slow,driver,30.1589
Srixon Z-STAR XV,descent-angle,slow,driver,30.0397
Maxfli Tour X,descent-angle,slow,driver,29.8533
Kirkland Performance+ v3.5,descent-angle,slow,driver,29.84
Callaway Chrome Tour X,descent-angle,slow,driver,29.8266
Titleist Velocity,descent-angle,slow,driver,29.8
Srixon Q-STAR TOUR,descent-angle,slow,driver,29.76
Bridgestone TOUR B X,descent-angle,slow,driver,29.72
Srixon Z-STAR,descent-angle,slow,driver,29.7066
Wilson Staff Model,descent-angle,slow,driver,29.6066
Bridgestone TOUR B XS,descent-angle,slow,driver,29.5933
Bridgestone TOUR B RX,descent-angle,slow,driver,29.52
Srixon Z-STAR DIAMOND,descent-angle,slow,driver,29.4666
Callaway Chrome Soft,descent-angle,slow,driver,29.4333
Maxfli Tour,descent-angle,slow,driver,29.3533
Titleist Tour Soft,descent-angle,slow,driver,29.3333
Wilson Staff Model X,descent-angle,slow,driver,29.2266
Titleist Pro V1x,descent-angle,slow,driver,29.0866
Mizuno Pro X,descent-angle,slow,driver,29.0533
Vice Pro,descent-angle,slow,driver,28.9735
Callaway ERC Soft,descent-angle,slow,driver,28.9404
Maxfli Tour S,descent-angle,slow,driver,28.9271
TaylorMade Tour Response,descent-angle,slow,driver,28.9072
Vice Pro Air,descent-angle,slow,driver,28.9006
PXG Xtreme Tour X,descent-angle,slow,driver,28.8609
Titleist Pro V1,descent-angle,slow,driver,28.7615
Titleist Pro V1x Left Dash,descent-angle,slow,driver,28.7549
Callaway Chrome Tour,descent-angle,slow,driver,28.7152
Bridgestone TOUR B RXS,descent-angle,slow,driver,28.6556
Wilson Triad,descent-angle,slow,driver,28.6159
Srixon Q-STAR ULTISPEED,descent-angle,slow,driver,28.351
TaylorMade SpeedSoft,descent-angle,slow,driver,28.3311
Mizuno Pro S,descent-angle,slow,driver,28.3046
Callaway Chrome Tour Triple Diamond,descent-angle,slow,driver,28.2053
Titleist AVX,descent-angle,slow,driver,27.9733
Pinnacle Rush,descent-angle,slow,driver,27.8866
Titleist TruFeel,descent-angle,slow,driver,27.34
Callaway Supersoft,descent-angle,slow,driver,27.0
Srixon SOFT FEEL,descent-angle,slow,driver,27.0
Titleist Velocity,descent-angle,wedge,35-percent-sand-wedge,40.9042
TaylorMade SpeedSoft,descent-angle,wedge,35-percent-sand-wedge,39.6021
Pinnacle Rush,descent-angle,wedge,35-percent-sand-wedge,39.344
Titleist TruFeel,descent-angle,wedge,35-percent-sand-wedge,38.0638
Callaway Supersoft,descent-angle,wedge,35-percent-sand-wedge,37.7096
Srixon Q-STAR ULTISPEED,descent-angle,wedge,35-percent-sand-wedge,37.3118
Srixon SOFT FEEL,descent-angle,wedge,35-percent-sand-wedge,37.0644
Titleist Tour Soft,descent-angle,wedge,35-percent-sand-wedge,36.9467
Callaway ERC Soft,descent-angle,wedge,35-percent-sand-wedge,35.7741
TaylorMade Tour Response,descent-angle,wedge,35-percent-sand-wedge,35.0107
Kirkland Performance+ v3.5,descent-angle,wedge,35-percent-sand-wedge,34.9787
Maxfli Tour S,descent-angle,wedge,35-percent-sand-wedge,34.9787
Srixon Q-STAR TOUR,descent-angle,wedge,35-percent-sand-wedge,34.968
Callaway Chrome Soft,descent-angle,wedge,35-percent-sand-wedge,34.9042
TaylorMade TP5x,descent-angle,wedge,35-percent-sand-wedge,34.8404
Titleist AVX,descent-angle,wedge,35-percent-sand-wedge,34.7765
PXG Xtreme Tour,descent-angle,wedge,35-percent-sand-wedge,34.7765
Vice Pro Plus,descent-angle,wedge,35-percent-sand-wedge,34.7446
Callaway Chrome Tour Triple Diamond,descent-angle,wedge,35-percent-sand-wedge,34.734
Vice Pro Air,descent-angle,wedge,35-percent-sand-wedge,34.6914
Mizuno Pro S,descent-angle,wedge,35-percent-sand-wedge,34.6489
Member's Mark Pro Series 2,descent-angle,wedge,35-percent-sand-wedge,34.5957
PXG Xtreme Tour X,descent-angle,wedge,35-percent-sand-wedge,34.5957
Mizuno Pro X,descent-angle,wedge,35-percent-sand-wedge,34.5318
TaylorMade TP5,descent-angle,wedge,35-percent-sand-wedge,34.468
Maxfli Tour X,descent-angle,wedge,35-percent-sand-wedge,34.468
Maxfli Tour,descent-angle,wedge,35-percent-sand-wedge,34.4467
Srixon Z-STAR DIVIDE,descent-angle,wedge,35-percent-sand-wedge,34.4467
Titleist Pro V1x Left Dash,descent-angle,wedge,35-percent-sand-wedge,34.4467
Bridgestone TOUR B RX,descent-angle,wedge,35-percent-sand-wedge,34.4255
Callaway Chrome Tour,descent-angle,wedge,35-percent-sand-wedge,34.4148
Wilson Staff Model,descent-angle,wedge,35-percent-sand-wedge,34.3723
Vice Pro,descent-angle,wedge,35-percent-sand-wedge,34.3723
Titleist Pro V1,descent-angle,wedge,35-percent-sand-wedge,34.351
Bridgestone TOUR B RXS,descent-angle,wedge,35-percent-sand-wedge,34.3404
Srixon Z-STAR XV,descent-angle,wedge,35-percent-sand-wedge,34.3084
Wilson Triad,descent-angle,wedge,35-percent-sand-wedge,34.2978
Srixon Z-STAR,descent-angle,wedge,35-percent-sand-wedge,34.2978
Wilson Staff Model X,descent-angle,wedge,35-percent-sand-wedge,34.2765
Srixon Z-STAR DIAMOND,descent-angle,wedge,35-percent-sand-wedge,34.2446
Titleist Pro V1x,descent-angle,wedge,35-percent-sand-wedge,34.1489
Bridgestone TOUR B X,descent-angle,wedge,35-percent-sand-wedge,34.1489
Callaway Chrome Tour X,descent-angle,wedge,35-percent-sand-wedge,34.1382
Bridgestone TOUR B XS,descent-angle,wedge,35-percent-sand-wedge,34.0
Vice Pro Plus,descent-angle,wedge,full-sand-wedge,47.0
Callaway Supersoft,descent-angle,wedge,full-sand-wedge,47.0
Bridgestone TOUR B X,descent-angle,wedge,full-sand-wedge,47.0
Titleist TruFeel,descent-angle,wedge,full-sand-wedge,47.0
TaylorMade Tour Response,descent-angle,wedge,full-sand-wedge,47.0
Pinnacle Rush,descent-angle,wedge,full-sand-wedge,46.8971
Titleist Pro V1x Left Dash,descent-angle,wedge,full-sand-wedge,46.8343
Callaway ERC Soft,descent-angle,wedge,full-sand-wedge,46.8257
Srixon Q-STAR ULTISPEED,descent-angle,wedge,full-sand-wedge,46.7828
Srixon Q-STAR TOUR,descent-angle,wedge,full-sand-wedge,46.7343
Titleist AVX,descent-angle,wedge,full-sand-wedge,46.6971
Mizuno Pro X,descent-angle,wedge,full-sand-wedge,46.6543
TaylorMade SpeedSoft,descent-angle,wedge,full-sand-wedge,46.64
Wilson Staff Model,descent-angle,wedge,full-sand-wedge,46.6
Srixon SOFT FEEL,descent-angle,wedge,full-sand-wedge,46.58
Titleist Pro V1,descent-angle,wedge,full-sand-wedge,46.5486
Vice Pro Air,descent-angle,wedge,full-sand-wedge,46.5314
Titleist Tour Soft,descent-angle,wedge,full-sand-wedge,46.5086
TaylorMade TP5x,descent-angle,wedge,full-sand-wedge,46.4428
PXG Xtreme Tour X,descent-angle,wedge,full-sand-wedge,46.44
Callaway Chrome Tour Triple Diamond,descent-angle,wedge,full-sand-wedge,46.44
Maxfli Tour S,descent-angle,wedge,full-sand-wedge,46.3914
Titleist Velocity,descent-angle,wedge,full-sand-wedge,46.3571
Maxfli Tour X,descent-angle,wedge,full-sand-wedge,46.2971
Callaway Chrome Soft,descent-angle,wedge,full-sand-wedge,46.2514
Wilson Staff Model X,descent-angle,wedge,full-sand-wedge,46.24
Mizuno Pro S,descent-angle,wedge,full-sand-wedge,46.2314
Srixon Z-STAR DIVIDE,descent-angle,wedge,full-sand-wedge,46.2057
Srixon Z-STAR DIAMOND,descent-angle,wedge,full-sand-wedge,46.16
Bridgestone TOUR B RXS,descent-angle,wedge,full-sand-wedge,46.1143
Bridgestone TOUR B RX,descent-angle,wedge,full-sand-wedge,46.08
Callaway Chrome Tour,descent-angle,wedge,full-sand-wedge,46.0771
Titleist Pro V1x,descent-angle,wedge,full-sand-wedge,46.0714
Srixon Z-STAR,descent-angle,wedge,full-sand-wedge,46.0486
Maxfli Tour,descent-angle,wedge,full-sand-wedge,46.0
TaylorMade TP5,descent-angle,wedge,full-sand-wedge,46.0
Srixon Z-STAR XV,descent-angle,wedge,full-sand-wedge,46.0
PXG Xtreme Tour,descent-angle,wedge,full-sand-wedge,46.0
Wilson Triad,descent-angle,wedge,full-sand-wedge,46.0
Vice Pro,descent-angle,wedge,full-sand-wedge,46.0
Member's Mark Pro Series 2,descent-angle,wedge,full-sand-wedge,46.0
Bridgestone TOUR B XS,descent-angle,wedge,full-sand-wedge,46.0
Kirkland Performance+ v3.5,descent-angle,wedge,full-sand-wedge,46.0
Callaway Chrome Tour X,descent-angle,wedge,full-sand-wedge,46.0
Callaway Supersoft,launch-angle,slow,driver,12.98
Srixon SOFT FEEL,launch-angle,slow,driver,12.89
TaylorMade SpeedSoft,launch-angle,slow,driver,12.8707
Callaway Chrome Soft,launch-angle,slow,driver,12.77
Titleist TruFeel,launch-angle,slow,driver,12.7584
Vice Pro Air,launch-angle,slow,driver,12.66
Maxfli Tour S,launch-angle,slow,driver,12.6341
Titleist AVX,launch-angle,slow,driver,12.63
Pinnacle Rush,launch-angle,slow,driver,12.63
Srixon Q-STAR TOUR,launch-angle,slow,driver,12.63
TaylorMade Tour Response,launch-angle,slow,driver,12.6029
Kirkland Performance+ v3.5,launch-angle,slow,driver,12.6
Srixon Q-STAR ULTISPEED,launch-angle,slow,driver,12.5863
Bridgestone TOUR B RXS,launch-angle,slow,driver,12.56
Callaway ERC Soft,launch-angle,slow,driver,12.5409
PXG Xtreme Tour,launch-angle,slow,driver,12.49
Srixon Z-STAR DIVIDE,launch-angle,slow,driver,12.4627
TaylorMade TP5x,launch-angle,slow,driver,12.46
Titleist Velocity,launch-angle,slow,driver,12.4543
Wilson Triad,launch-angle,slow,driver,12.45
Mizuno Pro S,launch-angle,slow,driver,12.45
Maxfli Tour X,launch-angle,slow,driver,12.415
Titleist Pro V1,launch-angle,slow,driver,12.4
Callaway Chrome Tour,launch-angle,slow,driver,12.4
Vice Pro Plus,launch-angle,slow,driver,12.4
Maxfli Tour,launch-angle,slow,driver,12.396
PXG Xtreme Tour X,launch-angle,slow,driver,12.37
Vice Pro,launch-angle,slow,driver,12.3682
Titleist Pro V1x Left Dash,launch-angle,slow,driver,12.36
Mizuno Pro X,launch-angle,slow,driver,12.3533
Callaway Chrome Tour Triple Diamond,launch-angle,slow,driver,12.35
Member's Mark Pro Series 2,launch-angle,slow,driver,12.35
Srixon Z-STAR XV,launch-angle,slow,driver,12.33
Titleist Tour Soft,launch-angle,slow,driver,12.28
Srixon Z-STAR DIAMOND,launch-angle,slow,driver,12.2765
Srixon Z-STAR,launch-angle,slow,driver,12.25
Titleist Pro V1x,launch-angle,slow,driver,12.2441
Wilson Staff Model X,launch-angle,slow,driver,12.21
Wilson Staff Model,launch-angle,slow,driver,12.2038
Callaway Chrome Tour X,launch-angle,slow,driver,12.19
Bridgestone TOUR B XS,launch-angle,slow,driver,12.1731
Bridgestone TOUR B X,launch-angle,slow,driver,12.1337
Bridgestone TOUR B RX,launch-angle,slow,driver,12.09
TaylorMade TP5,launch-angle,slow,driver,12.09
Titleist Velocity,launch-angle,wedge,35-percent-sand-wedge,35.7741
TaylorMade SpeedSoft,launch-angle,wedge,35-percent-sand-wedge,34.3151
Pinnacle Rush,launch-angle,wedge,35-percent-sand-wedge,34.1086
Titleist TruFeel,launch-angle,wedge,35-percent-sand-wedge,32.6774
Callaway Supersoft,launch-angle,wedge,35-percent-sand-wedge,32.2795
Srixon Q-STAR ULTISPEED,launch-angle,wedge,35-percent-sand-wedge,31.9238
Srixon SOFT FEEL,launch-angle,wedge,35-percent-sand-wedge,31.7282
Titleist Tour Soft,launch-angle,wedge,35-percent-sand-wedge,31.5325
Callaway ERC Soft,launch-angle,wedge,35-percent-sand-wedge,30.4999
Kirkland Performance+ v3.5,launch-angle,wedge,35-percent-sand-wedge,29.7717
Maxfli Tour S,launch-angle,wedge,35-percent-sand-wedge,29.6738
TaylorMade Tour Response,launch-angle,wedge,35-percent-sand-wedge,29.6521
Srixon Q-STAR TOUR,launch-angle,wedge,35-percent-sand-wedge,29.6304
Callaway Chrome Soft,launch-angle,wedge,35-percent-sand-wedge,29.6304
Callaway Chrome Tour Triple Diamond,launch-angle,wedge,35-percent-sand-wedge,29.576
Mizuno Pro S,launch-angle,wedge,35-percent-sand-wedge,29.5434
TaylorMade TP5x,launch-angle,wedge,35-percent-sand-wedge,29.5434
PXG Xtreme Tour,launch-angle,wedge,35-percent-sand-wedge,29.5217
Titleist AVX,launch-angle,wedge,35-percent-sand-wedge,29.5108
Vice Pro Air,launch-angle,wedge,35-percent-sand-wedge,29.4565
Member's Mark Pro Series 2,launch-angle,wedge,35-percent-sand-wedge,29.4456
Vice Pro Plus,launch-angle,wedge,35-percent-sand-wedge,29.4238
PXG Xtreme Tour X,launch-angle,wedge,35-percent-sand-wedge,29.3804
Mizuno Pro X,launch-angle,wedge,35-percent-sand-wedge,29.3695
Titleist Pro V1x Left Dash,launch-angle,wedge,35-percent-sand-wedge,29.326
Srixon Z-STAR DIVIDE,launch-angle,wedge,35-percent-sand-wedge,29.2391
Callaway Chrome Tour,launch-angle,wedge,35-percent-sand-wedge,29.2391
Maxfli Tour,launch-angle,wedge,35-percent-sand-wedge,29.1847
Maxfli Tour X,launch-angle,wedge,35-percent-sand-wedge,29.1521
Bridgestone TOUR B RX,launch-angle,wedge,35-percent-sand-wedge,29.1521
Bridgestone TOUR B RXS,launch-angle,wedge,35-percent-sand-wedge,29.1304
Vice Pro,launch-angle,wedge,35-percent-sand-wedge,29.1195
TaylorMade TP5,launch-angle,wedge,35-percent-sand-wedge,29.0978
Srixon Z-STAR,launch-angle,wedge,35-percent-sand-wedge,29.0651
Wilson Triad,launch-angle,wedge,35-percent-sand-wedge,29.0651
Wilson Staff Model,launch-angle,wedge,35-percent-sand-wedge,29.0434
Srixon Z-STAR XV,launch-angle,wedge,35-percent-sand-wedge,29.0434
Titleist Pro V1,launch-angle,wedge,35-percent-sand-wedge,29.0
Srixon Z-STAR DIAMOND,launch-angle,wedge,35-percent-sand-wedge,29.0
Titleist Pro V1x,launch-angle,wedge,35-percent-sand-wedge,29.0
Wilson Staff Model X,launch-angle,wedge,35-percent-sand-wedge,29.0
Bridgestone TOUR B X,launch-angle,wedge,35-percent-sand-wedge,29.0
Callaway Chrome Tour X,launch-angle,wedge,35-percent-sand-wedge,29.0
Bridgestone TOUR B XS,launch-angle,wedge,35-percent-sand-wedge,29.0
Vice Pro Plus,launch-angle,wedge,full-sand-wedge,28.9754
Callaway Supersoft,launch-angle,wedge,full-sand-wedge,28.7623
TaylorMade SpeedSoft,launch-angle,wedge,full-sand-wedge,28.6352
Bridgestone TOUR B X,launch-angle,wedge,full-sand-wedge,28.5942
Titleist Pro V1x Left Dash,launch-angle,wedge,full-sand-wedge,28.1516
Titleist TruFeel,launch-angle,wedge,full-sand-wedge,28.1147
TaylorMade Tour Response,launch-angle,wedge,full-sand-wedge,28.1065
Pinnacle Rush,launch-angle,wedge,full-sand-wedge,28.0778
Srixon Q-STAR TOUR,launch-angle,wedge,full-sand-wedge,28.0696
Callaway ERC Soft,launch-angle,wedge,full-sand-wedge,28.0246
Srixon SOFT FEEL,launch-angle,wedge,full-sand-wedge,27.9959
Srixon Q-STAR ULTISPEED,launch-angle,wedge,full-sand-wedge,27.9877
Mizuno Pro X,launch-angle,wedge,full-sand-wedge,27.9795
Titleist Velocity,launch-angle,wedge,full-sand-wedge,27.959
Titleist AVX,launch-angle,wedge,full-sand-wedge,27.918
Titleist Pro V1,launch-angle,wedge,full-sand-wedge,27.9016
Mizuno Pro S,launch-angle,wedge,full-sand-wedge,27.877
Wilson Staff Model,launch-angle,wedge,full-sand-wedge,27.877
Vice Pro Air,launch-angle,wedge,full-sand-wedge,27.7951
Maxfli Tour S,launch-angle,wedge,full-sand-wedge,27.7172
PXG Xtreme Tour X,launch-angle,wedge,full-sand-wedge,27.6065
Callaway Chrome Soft,launch-angle,wedge,full-sand-wedge,27.4918
TaylorMade TP5x,launch-angle,wedge,full-sand-wedge,27.4713
Srixon Z-STAR DIVIDE,launch-angle,wedge,full-sand-wedge,27.4262
Callaway Chrome Tour Triple Diamond,launch-angle,wedge,full-sand-wedge,27.4221
Callaway Chrome Tour,launch-angle,wedge,full-sand-wedge,27.3237
Bridgestone TOUR B RX,launch-angle,wedge,full-sand-wedge,27.2992
Bridgestone TOUR B RXS,launch-angle,wedge,full-sand-wedge,27.2828
Titleist Tour Soft,launch-angle,wedge,full-sand-wedge,27.2582
Maxfli Tour X,launch-angle,wedge,full-sand-wedge,27.25
PXG Xtreme Tour,launch-angle,wedge,full-sand-wedge,27.1803
Member's Mark Pro Series 2,launch-angle,wedge,full-sand-wedge,27.127
Wilson Staff Model X,launch-angle,wedge,full-sand-wedge,27.1188
Maxfli Tour,launch-angle,wedge,full-sand-wedge,27.1065
Srixon Z-STAR,launch-angle,wedge,full-sand-wedge,27.0778
Srixon Z-STAR DIAMOND,launch-angle,wedge,full-sand-wedge,27.0287
Vice Pro,launch-angle,wedge,full-sand-wedge,27.0
Srixon Z-STAR XV,launch-angle,wedge,full-sand-wedge,27.0
TaylorMade TP5,launch-angle,wedge,full-sand-wedge,27.0
Wilson Triad,launch-angle,wedge,full-sand-wedge,27.0
Bridgestone TOUR B XS,launch-angle,wedge,full-sand-wedge,27.0
Titleist Pro V1x,launch-angle,wedge,full-sand-wedge,27.0
Kirkland Performance+ v3.5,launch-angle,wedge,full-sand-wedge,27.0
Callaway Chrome Tour X,launch-angle,wedge,full-sand-wedge,27.0
PXG Xtreme Tour,max-height-distance,slow,driver,356.5096
Titleist Velocity,max-height-distance,slow,driver,353.9597
Callaway Chrome Tour X,max-height-distance,slow,driver,353.5197
Maxfli Tour X,max-height-distance,slow,driver,353.4398
Titleist Tour Soft,max-height-distance,slow,driver,352.5997
Wilson Staff Model X,max-height-distance,slow,driver,352.5197
Vice Pro Plus,max-height-distance,slow,driver,352.3598
Mizuno Pro X,max-height-distance,slow,driver,352.0398
